,intitule,description,salaire,libelle,latitude,longitude,codePostal,commune
81,Alternant (Bac +3 mini) en informatique industrielle (H/F),"CREI est une PME de 25 collaborateurs basée à Caen (14) spécialisée dans la conception et la réalisation de machines spéciales, de solutions robotiques, de lignes autonomes de production pour nos clients industriels (Cosmétique, Automobile, Biens de consommation).

Nous sommes à la recherche d'un apprenti ou d'un alternant à partir de l'été 2023 avec une formation en informatique afin de définir et déployer notre stratégie 4.0.
Le profil retenu aura la charge de digitaliser nos lignes de production sous la supervision du responsable Bureau d'Etudes Automatismes et Robotique. Le projet se déroulera en 5 étapes :
- Définir les besoins et attentes de nos clients (fonctionnalités et usage)
- Faire un état des lieux des technologies disponibles et des différentes options envisageables
- Développer les interfaces en accord avec notre stratégie 4.0
- Mettre en œuvre la digitalisation sur une première ligne client
- Déployer la digitalisation sur tous nos futurs projets",19600,14 - BOURGUEBUS,49.121444,-0.291029,14540,14092
82,Alternant en informatique industrielle (H/F),"Nous sommes à la recherche d'un apprenti ou d'un alternant à partir de l'été 2023 avec une formation en informatique afin de définir et déployer notre stratégie 4.0.
Le profil retenu aura la charge de digitaliser nos lignes de production sous la supervision du responsable Bureau d'Etudes Automatismes et Robotique. Le projet se déroulera en 5 étapes :
-	Définir les besoins et attentes de nos clients (fonctionnalités et usage)
-	Faire un état des lieux des technologies disponibles et des différentes options envisageables
-	Développer les interfaces en accord avec notre stratégie 4.0
-	Mettre en œuvre la digitalisation sur une première ligne client
-	Déployer la digitalisation sur tous nos futurs projets",19600,14 - BOURGUEBUS,49.121444,-0.291029,14540,14092
83,Administrateur systèmes et réseaux informatique (F/H),"Dans le cadre d'un remplacement, vous êtes rattaché au Responsable Informatique. Vos principales missions sont les suivantes :
- Gestion du réseau et du parc informatique
- Sécurisation des systèmes d'information
- Maintien en condition du réseau et des serveurs hébergés
- Suivi des prestataires externes
- Analyse des besoins des utilisateurs
- Veille technologique
- Mise en place et administration des systèmes d'exploitation 
- Maintenance et développement des infrastructures systèmes
- Accompagnement et formation des utilisateurs à distance 

D'autres activités éventuelles peuvent s'ajouter telles que :
- Gestion de la téléphonie
- Gestion des risques liés à la cybersécurité
- Coordination d'une équipe dans le cadre d'un projet système

Ce poste, basé à TOULOUSE est à pourvoir dans le cadre d'un CDI 

La rémunération brute annuelle sera comprise dans une fourchette entre 35 000 € et 40 000 € à négocier selon votre expérience.",35000,31 - TOULOUSE,43.604082,1.433805,31000,31555
84,Développeur informatique (F/H),"Votre mission :
- Au sein des équipes de développement et sous la responsabilité du manager des équipes R&D, vous avez pour principales missions :
- Participer aux phases de développement du produit
- Chiffrer, concevoir et développer les nouvelles fonctionnalités
- Gérer la roadmap de transformation
- Être force de propositions sur les choix technologiques
- Participer à la correction des livrables dans le cadre de notre activité de support client
- Accompagner les équipes métiers dans leur migration technique",35000,21 - DIJON,47.331938,5.034852,21000,21231
85,Technicien support/Technicienne support informatique (H/F),"Pour accompagner notre croissance, nous recrutons un(e) technicien(ne) support afin de rejoindre nos équipes de Charbonnières les bains (69)

Intégré(e) à l'équipe support des solutions DASSAULT SYSTEMES, vous interviendrez sur les solutions SOLIDWORKS PDM et 3DX et vous travaillerez au sein d'une équipe support technique de 8 personnes.

Rattaché(e) à la Responsable support, vous réalisez une assistance et un support technique de qualité auprès des utilisateurs à travers des missions suivantes :

Vous assurez, par le biais d'une plateforme de ticketing, le traitement des demandes de Niveau 2.
Vous apportez les solutions techniques adaptées, êtes garant du bon suivi et respectez les impératifs de qualité et de délais.
Dépendamment des demandes clients, vous êtes en relation avec différents départements et investiguer afin de résoudre les problèmes techniques.
Vos demandes sont diverses et variées et peuvent porter sur des problèmes de données ou de synchronisation, questions d'utilisation, installation des postes à distance, paramétrages des logiciels, etc.


VOTRE PROFIL

Idéalement, vous avez une formation en informatique ou avez une appétence certaine pour l'informatique ainsi qu'une formation dans la conception industrielle CAO, vous avez une première expérience dans le support utilisateur ou en relation client à distance.

La maitrise de l'anglais à l'écrit et à l'oral est un véritable avantage pour ce poste.


Votre aisance téléphonique et relationnelle vous permettent de communiquer efficacement, d'entretenir une bonne relation avec les clients, et d'être force de proposition. La maîtrise des outils et des systèmes informatiques vous assure d'être autonome.

Au-delà des compétences métiers, nous recherchons des collaborateurs qui souhaitent exprimer leur potentiel et développer avec nous l'entreprise du futur.

C'est avant tout votre curiosité, organisation, polyvalence, et votre esprit d'équipe qui feront la différence au sein de nos équipes.

Visiativ est handi-accueillante et s'engage en faveur de l'égalité professionnelle, de la mixité et de la diversité. Elle est ouverte à tous les talents et encourage, à ce titre, toute personne possédant les compétences mentionnées dans la présente offre, à soumettre sa candidature

Vos avantages :
Contrat non-cadre en 36h/semaine avec 6.5 jours off / an, vos horaires seront à définir avec le manager.
Vous bénéficierez également de notre accord de télétravail Visiativ, vous permettant de disposer de 2 jours de télétravail par semaine.
Une salle de sport et un service de conciergerie sont à votre disposition sur notre site de Charbonnières les bains.
Participation et Intéressement
Prime vacance
Tickets Restaurants
CSE
Remboursement des frais de transport (50%)
Mutuelle familiale",19600,69 - CHARBONNIERES LES BAINS,45.779449,4.743666,69260,69044
86,RESPONSABLE DE FORMATION SPECIALITE INFORMATIQUE (H/F),"ANVERGURE INTERIM & RECRUTEMENT, cabinet de recrutement temporaire et permanent spécialisé dans le tertiaire, cherche pour un de ses clients, un Campus d'enseignement supérieur et de formation professionnelle basé sur Aix-en-Provence (13), un(e) :

RESPONSABLE DE FORMATION SPECIALITE INFORMATIQUE (H/F)

pour un CDI à pourvoir au plus vite.

Sous la responsabilité du Responsable de département et au sein de l'équipe pédagogique de l'école supérieure de l'alternance, vos missions seront les suivantes:

Pilotage :

Piloter et accompagner les promotions d'élèves en informatique
Veiller au bon déroulement de la formation dans le respect du programme pédagogique et du système de management par la qualité
Réaliser des interventions en informatique et animer des séquences de formation en utilisant la méthode en mode apprentissage actif par projet
Encadrer les projets des apprentis
Accompagner individuellement les élèves dans leur progression à l'école et en entreprise


Ingénierie de formation et Enseignement :

Déployer l'usage des plateformes technologiques et des TP
Participer à la conception des supports pédagogiques en lien avec la direction des études


Développement:

Promouvoir l'école lors d'événements tels que les salons, les journées portes ouvertes etc.
Participer au recrutement des futurs élèves
Entretenir et élargir les relations avec les établissements d'enseignement secondaire du bassin pédagogique et avec les entreprises

Idéalement titulaire d'un doctorat ou d'un diplôme d'ingénieur en informatique, spécialisé en infrastructure systèmes et réseaux.. Vous disposez au moins d'une expérience en milieu professionnel. 
Vous êtes passionné(e) par les nouvelles technologies et êtes ouvert(e) à la notion de Système d'information d'entreprise.
Vous avez une expérience opérationnelle en animation de formation et un goût prononcé pour le travail en équipe.
Vous avez l'ambition de partager votre savoir et votre expérience auprès de jeunes et de les encadrer dans leurs métiers d'avenir.

Poste en CDI à pourvoir immédiatement
Rémunération : 40 - 44K€",40000,13 - AIX EN PROVENCE,43.541369,5.406124,13090,13001
87,Ingénieur de production informatique,"Ingénieur de production informatique
middleware : Apache, Tomcat, JBOSS, Weblogic,
ordonnanceur : control-M, $U ou autosys,
scripting : shell, perl, python,
systèmes : Linux, Unix ou AIX,
base de données : Oracle, MSSQL, MySQL et PostgreSQL,
virtualisation, stockage, réseaux.
Etablir la documentation technique,
Administrer les serveurs d'application,
Définir l'automatisation des process ou des chaînes de traitement de l'ordonnanceur.
Salaire brut annuel 60K€",19600,33 - BORDEAUX,44.851895,-0.587877,33000,33063
88,Vendeur / Vendeuse en informatique       (H/F),"Notre boutique Maison du Mc recherche un nouveau vendeur.

Tâches =
-Vente de produit de marque Apple ( Ordinateur , tablette , smartphone ... ) 
-Accueillir et renseigner une clientèle afin de lui proposer un service adapté 
-Proposer la réparation

La connaissance des produits Apple est un gros +

Salaire évolutif selon le profil
Ticket restaurant",1750,75 - PARIS 09,48.877008,2.337887,75009,75109
89,Développeur / Développeuse informatique,"Rattaché(e) au responsable de service ou au chef d'entreprise, le développeur a pour mission principale de maintenir et développer les solutions de supervision et de gestion orientées centrales à béton.
-	Maintenance et développement de la supervision de production Eureqa
-	Maintenance de la gestion de facturation Eureqa
-	Rédaction d'analyses de besoins clients
-	Veille technologique en vue de l'évolution des logiciels
-	Faire évoluer le manuel utilisateur
-	Assister les metteurs au point lors de la mise en route des centrales
-	Assister les clients à distance ou sur site dans l'utilisation ou la résolution de problèmes
Savoirs - Connaissances requises
-	Automatisme
-	Programmation en WLangage, Windev, PC Soft
-	Programmation en .NET Core, C#, ASP.NET WEB API 
-	Programmation en TypeScript, Vue3
-	Base de données HFSQL
-	Base de données MSSQL",19600,44 - GUERANDE,47.331311,-2.40676,44350,44069
90,Responsable Informatique (H/F),"Implantée depuis 1996 dans le Grand Est, WIG France Entreprises intervient dans sa région mais également sur tout le territoire national.
Spécialisée dans la construction (Gros Œuvre, Tous Corps d'Etat neuf et réhabilitation) et la dépollution (bâtiment, industrielle), WIG France Entreprises compte aujourd'hui plus de 230 collaborateurs, pour un CA de près de 43 M€ et poursuit son développement. 

Dans le cadre de ce développement, nous recherchons un(e) Responsable Informatique.
Directement rattaché à la Direction Générale et travaillant en lien étroit avec l'ensemble du personnel (fonctions supports, personnel de chantier : conducteurs de travaux / chefs de chantier) ainsi que les chargés d'affaires et d'études, vous êtes le garant du bon fonctionnement de notre parc informatique et télécom (100 postes / 100 lignes) et de nos logiciels et applicatifs.
Vous êtes en charge de l'administration réseau (serveurs, sécurité mail,  ) et êtes le garant de la sécurité informatique de l'entreprise.
Vous êtes l'interlocuteur de nos prestataires externes lors du déploiement de nouveau logiciels, ERP 
Vous devez être force de proposition pour définir des solutions techniques adaptées à chaque projets, innovation à mettre en place 

Vous souhaitez avoir davantage d'informations concernant vos missions ? 
Les principales missions confiées seront les suivantes : 
-	Participer à la définition de la stratégie et des objectifs en matière de développement informatique.
-	Installation, maintenance et sécurisation du système d'exploitation et d'information (100 postes /100 lignes) et de nos logiciels et applicatifs 
-	Support et assistance aux utilisateurs et fonctions transversales
-	Administration réseau (serveurs, sécurité mail,  ) 
-	Superviser l'infrastructure des réseaux d'information et garantir leur fonctionnement et leur sécurité.
-	Sécurité informatique de l'entreprise 
-	Assurer l'organisation, le suivi et la validation des développements informatiques (ERP, Infrastructure, dématérialisation, amélioration des processus ) en lien avec nos prestataires externes : 
-	Assurer le pilotage de la sous-traitance : appel d'offres, choix des prestataires, gestion des contrats, suivi technique.
-	Exercer une veille sur les évolutions technologiques et être force de proposition auprès de la direction.

Rémunération : 
40 000 € à 50 000 € brut par an, selon profil (12 mois + gratification + participation) 
Avantages : 
-	Tickets restaurant
-	RTT

Profil : 
-	Bac +2 à 5 en Informatique
-	Avoir une expérience significative dans un poste similaire. 
-	Rigueur, organisation, curiosité et bon relationnel sont les qualités attendues pour cette mission",40000,54 - TOUL,48.67803,5.900607,54200,54528
91,Support aux utilisateurs en informatique,"Dans le cadre de notre développement, nous recherchons un technicien support helpdesk

 Vous prendrez en charge les missions suivantes :

Prise en charge des sollicitations des utilisateurs à distance : téléphone, mail, portail
Suivi et résolution des incidents selon les engagements de service (délais, qualité)
Escalade au niveau supérieur en cas d'incident non résolu
Enrichissement de la base de connaissance commune grâce à votre expertise

Vous avez une bonne connaissance des environnements et outils suivants :

Windows, Office 365, Exchange, Teams
Applicatifs métiers spécifiques
Réseau local et télécom (LAN/WAN)
Issu d'une formation dans l'informatique, vous justifiez d'une première expérience réussie dans une fonction similaire.  

Vous avez un bon sens de la communication, êtes rigoureux et autonome, vous savez gérer votre stress et vous adapter au niveau de connaissance de vos interlocuteurs.",22000,29 - ROSCOFF,48.713752,-3.988496,29680,29239
92,Militaire développeur informatique armée de l'Air           (H/F),"POSTES À POURVOIR SUR L'ENSEMBLE DU TERRITOIRE : 
CONDITIONS:
- Avoir effectué sa JAPD/JDC;
- Être âgé(e) de moins de 30 ans (code de la défense);
- Baccalauréat ou plus;
- Savoir nager au minimum 50M;
-Être apte à devenir militaire.

Vous souhaitez donner des ailes à votre parcours ?

Nous vous proposons d'exercer votre métier dans un environnement opérationnel au soutien des unités pour l'acquisition d'une expérience humaine et professionnelle hors du commun.
 Vous concevez et mettez en œuvre les systèmes d'information (applications client/serveur, applications spécifiques ) en veillant à la sécurité des systèmes d'information et de communications (SIC)
    Vous assurez la maintenance logicielle corrective et évolutive
    Vous participez aux actions de cybersécurité
    Vous administrez et sécurisez bases de données, sites web (création, animation), applications 
    Vous participez à l'évolution technique d'un système d'information
    Vous assurez une assistance technique et fonctionnelle aux utilisateurs
NOUS VOUS FORMONS !
     La formation militaire se déroule sur quinze semaines à l'Escadron de Formation Militaire (EFM) de l'École de Formation des Sous-Officiers de l'Armée de l'air (EFSOAA) à Rochefort (Charente-Maritime)
    La formation professionnelle dispensée à Rennes pendant 27 semaines

Évolution de carrière :


    En tant que jeune sergent, vous participez à la conception d'applications ou vous administrez des applications informatiques et des bases de données
    Ensuite, en sergent-chef puis adjudant, vous devenez soit chef d'équipe d'exploitation ou de maintenance logicielle, soit assistant à un chef de projet de développement. Vous pouvez aussi intégrer une équipe informatique
    Montant en grade, il est chef d'un service composé de 10 à 15 sous-officiers. Chargé de la planification et de la gestion des ressources tant matérielles qu'humaines, il veille à la réalisation de l'ensemble des activités de son service
    En fin de carrière, ayant acquis une solide expérience technique et managériale, vous êtes employé comme chef d'une salle informatique ou d'une équipe de développement de logiciels. Véritable relais du commandement, vous pilotez les activités de ses équipes et organise les interventions en cas de défaillance sur les équipements
    Enfin, vous avez la possibilité de passer un concours et d'accéder au grade de major ou au corps des officiers (EA interne ou Rang)",19600,56 - LORIENT,47.750133,-3.377921,56100,56121
93,Technicien informatique F/H (H/F),"Notre client, groupe de service informatique de renom, recherche un Technicien de proximité en régie F/H pour un poste en CDI à pourvoir rapidement sur le secteur Paris-Austerlitz (13e). 

Activités et tâches :
- Accompagnement des utilisateurs à la prise en main des outils DSI
- Support pour les utilisateurs VIP
- Aide à la prise en main du collaborateur au niveau de son environnement de travail (aide à l'utilisation, dysfonctionnement, panne matérielle)
- Accueil des nouveaux collaborateurs
- Gestion d'un stock de prêt
- Pilotage de la gestion des stocks matériels
- Remasteurisation des postes
- Configuration des postes pour les nouveaux collaborateurs
- Gestion de l'obsolescence
- Création de la documentation (FAQ, ticketing) Profil recherché :
- Maitrise parfaite de l'environnement Windows 10. et O365
- Très bonne maîtrise des environnements virtualisés : serveurs, stockage, sauvegarde
- Très bonne connaissances des systèmes de sécurité : pare-feu, antivirus etc. 
- Très bonnes qualités pédagogiques
- Capacité d'apprentissage rapide.
- Anglais technique écrit correct.

Votre personnalité fera la différence : 
- Doté d'un grand sens du service, vous avez à coeur d'avoir un impact positif sur vos interlocuteurs internes et/ou externes. A ce titre, vous savez communiquer clairement. 
- Vous possédez un très bon esprit d'équipe. 
- Vous êtes méthodique. 
- Vous êtes autonome et capable de travailler sereinement dans un environnement qui peut être parfois stressant. 
- Vous savez vous investir pour progresser et monter en compétences, via des formations certifiantes auxquelles vous participeriez. 

Poste en CDI à pourvoir de suite !
Salaire à partir de 30k EUR/an selon expérience",30000,75 - PARIS 13,48.830193,2.365001,75013,75113
94,Développeur / Développeuse informatique Java (H/F),"En tant que développeur Java, vous accompagnerez nos clients dans la transformation de leur SI autour des technologies Java :
- Vous effectuerez un travail d'analyse des spécifications fonctionnelles
- Vous réaliserez les spécifications techniques dans le respect des standards appliqués par les clients
- Vous concevrez et développerez des application dans les langages de développement Java
- Vous effectuerez des tests, recettes et débogages & analyser les écarts 
- Vous déploierez les applications/services sur les environnements de développements, d'intégration et de validation en fonction des phases du projet.",3500,988 - NOUMEA,-22.26308,166.445742,98800,98818
95,Technicien de proximité en Maintenance Informatique (H/F),"Nous recrutons pour notre client, société de service à la personne, spécialisée dans le service informatique à domicile pour les particuliers et les entreprises (dépannage, réparation, formation et vente d'ordinateurs), un Technicien de proximité en maintenance informatique H/F en CDI.
17 ans d'existence, 4 agences à ce jour, 15 personnes avec pour valeurs :  
- Participer à faire durer les ordinateurs en les réparant, un geste pour la planète. 
- Participer à réduire la « fracture digitale » en accompagnement ses clients dans l'utilisation et l'optimisation de leurs informatique.

Sous la responsabilité du Responsable de l'agence de Gradignan, vous aurez pour missions principales d'assurer la gestion des clients, le diagnostic de pannes et la réparation d'ordinateurs de toutes marques, à domicile (50%) ou en atelier (50%). Vos missions : 

Au domicile des clients : 
- Diagnostic et arbitrage des pannes clients 
- Réparation d'ordinateurs
- Formation clients sur les outils informatiques
- Écoute et détection des besoins clients (optimisation du matériel informatique)
- Gestion des problématiques clients
- Facturation et encaissement 
- 5 rdv / jour, 2 le matin et 3 l'après-midi dans un rayon de 6 à 8 kilomètres. Le vendredi après-midi est consacré aux tâches administratives en agence (Devis,...) 

En agence (Gradignan et Bordeaux) : 
- Accueil physique et téléphonique des clients
- Diagnostic et réparation des ordinateurs (fixe et portable) des clients particuliers et professionnels
- Réalisation de reporting
- Gestion des stocks et des commandes
- Recommandation et vente d'accessoires et de services additionnels
- Veille technique régulière

Durée du travail : 35 H = 10h00 à 13h00 et de 14h00 à 18h00 du lundi au vendredi
Démarrage au plus tôt Le Savoir-être est primordial afin d'apporter un service de qualité auprès d'une clientèle majoritairement séniors.  
- Sens du service client, pédagogie (politesse, vocabulaire adapté, écoute, patience, ...).
- Organisation et rigueur  
- Savoir s'adapter à toute situation et à la clientèle
- Passionné(e) d'informatique 

Savoir-faire :
- Une première expérience significative d'au moins 1 année 
- Maitrise des plateformes PC, Mac et Linux
- Sensible aux nouvelles technologies et comprendre rapidement leurs enjeux. 

- Permis B, utilisation du véhicule personnel dans le cadre de vos missions

- Statut : ETAM
- Rémunération : 1709.32 EUR sur 12 mois + 3 Primes (collective agence, individuelle et sur la qualité. Le montant des primes peut atteindre 600 EUR, mensuel plafonné sur le mois
- Remboursement des indemnités kilométriques pour l'utilisation du véhicule personnel pour les rendez-vous clientèle (barème des impôts)
- Accompagnement et formation pour la prise de poste
- Mise à disposition d'un ordinateur portable et d'un smartphone
- Offre Comité d'Entreprises
- Mutuelle, Prévoyance",20512,33 - BORDEAUX,44.851895,-0.587877,33000,33063
96,Responsable réseau informatique (H/F),"Vous  assurez la gestion, la maintenance et le développement du réseau informatique et des équipements multimédias de l'ensemble scolaire. Vous participez également à la mise en œuvre de la politique numérique de l'établissement sous la responsabilité du chef d'établissement et accompagnez les enseignants, les élèves et les personnels dans l'utilisation des outils numériques.

Missions principales :

- Gestion et maintenance du réseau informatique et des équipements multimédias :
  o Assurer la maintenance et la gestion du parc informatique et des équipements multimédias (ordinateurs, tablettes, vidéoprojecteurs, etc.)
  o Veiller à la sécurité des données et du réseau
  o Assurer la mise à jour des logiciels et des systèmes d'exploitation
  o Gérer les sauvegardes régulières des données

- Développement et optimisation du réseau :
  o Analyser les besoins des utilisateurs et proposer des solutions adaptées
  o Participer à l'élaboration et à la mise en œuvre du plan de développement informatique de l'établissement
  o Assurer une veille technologique et proposer des évolutions pour améliorer le réseau et les équipements

- Accompagnement et formation des utilisateurs :
  o Accompagner les enseignants, les élèves et les personnels dans l'utilisation des outils numériques
  o Participer à la formation des utilisateurs et à la mise en place de projets numériques
  o Assurer l'assistance technique auprès des utilisateurs

- Pilotage du personnel du service informatique
  o Gérer le personnel du service, planifier les activités et veiller au respect du planning
  o Recruter et mener des entretiens, assurer la formation du personnel du service
  o Maîtriser le budget du service informatique sous la responsabilité du responsable financier

- Collaboration avec les autres acteurs de l'établissement :
  o Travailler en étroite collaboration avec la direction, les enseignants et les personnels administratifs
  o Participer aux réunions et instances de l'établissement liées au numérique
  o Collaborer avec les partenaires extérieurs, piloter la sous-traitance (fournisseurs, prestataires, etc.) et faire l'interface avec les entreprises prestataires (appel d'offres, gestion des contrats, suivi technique )

Pour ce poste vous devez avoir le sens du service, faire preuve de pédagogie, et avoir la capacité à communiquer et à travailler en équipe.
Vous êtes sensibilisé(e) aux enjeux de la protection des données et de la cybersécurité. 

La prise de poste est prévue le 23 aout 2023.",34000,37 - TOURS,47.395476,0.69472,37000,37261
97,Technicien Support Informatique bilingue anglais  (H/F),"Description du poste
Dans le cadre du développement de nos activités d'infogérance, nous recherchons des Techniciens Support Informatique (H/F), bilingues français/anglais débutants ou disposant d'une première expérience réussie.
Sous la responsabilité d'un manager et en vous appuyant sur un référentiel documentaire constitué, vous prendrez en charge:
-l'accueil téléphonique des utilisateurs des postes de travail,
-la prise en compte des incidents, des demandes d'assistance et des demandes de changements déclarés par les utilisateurs,
-la résolution des incidents, au premier niveau,
-le traitement des demandes de changement en provenance des utilisateurs,
-le cas échéant, l'escalade vers les ressources de niveau 2 ou 3, aptes à apporter une solution.
Prérequis, qualifications et responsabilités
Titulaires, au minimum d'un diplôme de niveau Bac+2 en informatique, vous serez formé aux techniques des métiers du support informatique ainsi qu'à nos méthodes de travail.
Évolution possible à terme vers des postes d'Administrateur Système/ Réseau puis d'Ingénieur Système/Réseau ou Ingénieur de Production.",2000,94 - IVRY SUR SEINE,48.812752,2.386427,94200,94041
98,Technicien maintenance informatique et télécommunication (H/F),"Vos activités principales :

Ce poste basé au sein de l'Hôtel de Police dans 2ème arrondissement de Marseille relève du Bureau Départemental des Systèmes Informatiques et des Télécommunications (BDSIT), rattaché au Service Zonal de Gestion Opérationnelle (SZGO).

Les activités du BDSIT se développent à des degrés divers autour de 4 axes principaux : 
    - Déployer, installer, inventorier et maintenir opérationnels et homogènes les outils informatiques et de communication, ainsi que les équipements de télécommunication et de transmission.
    - Conseiller les chefs de service concernant l'acquisition des matériels de tous types et de logiciels particuliers (autres que bureautique traditionnelle) en concertation avec le service chargé des achats, organisation.
    - Conseiller l'organisation des services autour de l'outil informatique.
    - Appliquer les règles de sécurité informatique.

A ce titre, le technicien(ne) maintenance informatique et télécommunication a pour missions :

L'assistance et le dépannage informatique :
L'agent assure l'installation, le suivi et la maintenance des différents matériels et systèmes informatiques de la DDSP13 (2 600 PC (fixes et portables), 190 photocopieurs et imprimantes, 40 serveurs, etc.).

Il gère les ressources du domaine de la DDSP13 (création des utilisateurs, gestion des droits, etc.), les comptes de messagerie, les comptes des différents SI Police Nationale (CHEOPS, etc.).
Il prend en charge l'assistance, le conseil et le dépannage (diagnostiquer et traiter les incidents ) des utilisateurs du site de l'Hôtel de Police (niveau 1 et 2) et des sites qui lui sont rattachés ne disposant pas de Correspondants Locaux Informatique et Télécommunication (CLIT), ainsi que des entités départementales distantes sans correspondants informatiques (35 sites distants - niveau 2). A ce titre, il assure le pilotage des tickets d'intervention à l'aide de l'outil GLPI et la maintenance de la base données de l'inventaire du parc informatique.
Il est également en charge des projets structurants dans le domaine du soutien informatique (renouvellement du parc informatique, gestion des sauvegardes, soutien zonal, déménagement de services, etc.).

Après formation, il sera Autorité de Délivrance et de Rattachement (ADR) ayant pour rôle la gestion et la délivrance des cartes d'identité professionnelles.

Spécificités du poste / Contraintes / Sujétions :

    - Ce poste nécessite un sens du contact et du service, de la rigueur ainsi qu'un esprit d'équipe, une expérience technique en infrastructure informatique et réseau sont un plus, ainsi que des connaissances ou des compétences techniques dans les domaines suivants : poste de travail/réseau - Windows 10 - messagerie Thunderbird. 
    - Régime horaire : 40h30/par semaine - horaires variables - 25 CA et 29 ARTT et 2 jours d'hiver, récup heures sup 8   journées.
    - Astreinte : 3 à 4 semaines d'astreinte par an afin de répondre aux urgences de la DDSP13.
    - Disponibilité : adapter ses congés en fonction des échéances liées au poste et du reste de l'équipe afin d'assurer une continuité de service.
    - Télétravail : non  - Management : non  
    - Permis B requis (déplacements sur tout le département)",1940,13 - MARSEILLE 02,43.315273,5.367338,13002,13202
99,Technicien / Technicienne de maintenance de systèmes informatiques,"Master Technologie installe et maintien des appareils CB et de l'informatique depuis 20 ans auprès des professionnels. Nous recherchons un(e) technicien(ne) qui viendra renforcer l'équipe de 25 techniciens itinérants.

Vous travaillerez :

- Dans la pose d'écrans au mur ou suspendus

- Dans l'installation et/ou la maintenance de TPE (appareil CB)

- dans l'installation de PC bureautique

- La migration informatique (montée de version)

- Des déplacements régionaux sont à prévoir

Si vous avez de solides compétences en bricolage nous sommes preneur nous vous formerons à nos métiers.",1800,37 - TOURS,47.395476,0.69472,37000,37261
100,Développeur informatique (F/H),"Rattaché(e) au responsable robotique automatisme, vous prenez part au développement de logiciels API (ERP <-> logiciel applicatifs de production), mais également de logiciels pouvant créer de la DATA (production <-> base de données).",30000,79 - PARTHENAY,46.644251,-0.239971,79200,79202
101,Technicien réseaux informatiques (F/H),"Vous êtes passionné.e par les nouvelles technologies et avez une première expérience réussie en administration systèmes et réseaux ? Laissez-vous tenter par l'aventure et participez à des projets dans le domaine de la télécommunication !
Basé à Dijon, nous recherchons pour le compte de notre client, un.e administrateur.trice systèmes et réseau pour renforcer son équipe dynamique et innovante.
En tant qu'administrateur.trice systèmes et réseaux, vous aurez pour principales missions de mettre en place et d'administrer les outils utilisés par l'entreprise, tels que le réseau, la messagerie et les systèmes d'exploitation sous Linux. 
Vous serez également chargé.e de veiller à la cohérence, l'accessibilité et la sécurité des informations, ainsi que de gérer et maintenir le parc informatique.
Vous serez l'interlocuteur privilégié des utilisateurs internes et externes à l'entreprise.
De formation Bac +2/3 ou équivalente dans le domaine informatique de type (BTS  services informatiques aux organisations, Administration et sécurité des réseaux) vos compétences en diagnostic et résolution d'incidents informatiques seront un atout majeur pour ce poste.
Vous êtes connu(e) pour vos excellentes compétences relationnelles ainsi que pour votre capacité à transmettre des informations de manière claire et pédagogique.
Une première expérience réussie dans la gestion des droits d'accès des utilisateurs sur le cloud, les relations avec les prestataires et fournisseurs, ainsi que la gestion de la téléphonie et des serveurs VoIP serait appréciée",27000,21 - DIJON,47.331938,5.034852,21000,21231
102,Informaticien / électronicien / télécom (H/F),"De formation minimum bac+2 spécialisée en informatique/électronique/télécom, vous êtes attiré par l'industrie en général et la gestion de projets clients portant sur des solutions innovantes (soft et hard). Le fait d'être intervenu dans un contexte industriel ou de grande distribution est un plus certain, de même que la connaissance des environnements IoT/RFID. Une expérience de relation client est importante et parler anglais est nécessaire pour les déplacements à l'étranger.

Savoir faire requis
-            Systèmes : Windows / Linux (installation, paramétrage système)
-            Réseaux et protocoles : Ethernet

Missions :
-           Cadrer le projet : valider avec le client les aspects techniques, planifier le projet, coordonner les équipes internes (logistique, appro).
-           Déployer la solution chez le client : il s'agira de préconiser la mise en place du matériel (capteurs IoT, les hubs de communication, logiciel) auprès des équipes techniques du clients et/ou d'un installateur, assurer la configuration en back-office et sur site, établir la recette avec le client et le former. C
-            Suivre le projet dans la durée : assurer le premier niveau de support.
Zone géographique : France (90%) et Etranger (10%) - Déplacements réguliers inhérents au poste.",28000,78 - ROSNY SUR SEINE,48.998351,1.634097,78710,78531
