,intitule,description,salaire,libelle,latitude,longitude,codePostal,commune
84,Technicien Informatique (H/F),"Vous souhaitez rejoindre l'aventure ?
Pour accompagner notre développement, nous sommes à la recherche d'un(e) technicien(ne) informatique pour renforcer notre équipe support technique clients.
Celui-ci interviendra dans les salles de formation afin d'en assurer la préparation et la maintenance, et ainsi contribuer au parfait déroulement des prestations.
Nous vous confierons :

L'installation du matériel, des images logicielles et leurs paramétrages,
L'assistances aux formateurs et aux stagiaires lors des incidents en salles,
La préparation, la gestion et le suivi des expéditions du matériel de formation vers les agences en province (matériel informatique, supports documentaires pédagogiques )
Vous pourrez aussi être amené à assurer différentes tâches logistiques.

  Le profil recherché ?
Passionné d'informatique, vous êtes doté d'un excellent relationnel qui vous permettra de faire face à toutes sortes de situations. Débutant, vous possédez une première expérience réussie en stage ou en alternance dans une fonction de technicien informatique. L'anglais lu est indispensable.
Rigoureux, autonome et dynamique, l'environnement informatique (PC et périphérique) n'a plus de secret pour vous !
Vous avez déjà travaillé dans un environnement client-serveur sur les technologies Microsoft, ou pas ! Dans tous les cas nous vous formerons !

  Ce qui fera la différence ?
Votre personnalité ! Vous faite preuve de ténacité et d'entreprenariat. Vous souhaitez intégrer une entreprise à taille humaine, spécialisée dans le développement des compétences IT et l'accompagnement vers la transformation numérique.","'libelle': 'Annuel de 22000,00 Euros à 23000,00 Euros sur 12 mois'",92 - PUTEAUX,48.884331,2.237177,92800,92062
85,TECHNICIEN INFORMATIQUE - SUPPORT HELP DESK - TEMPS PARTIEL (H/F),"Afin de répondre au besoin de l'un de nos clients (un des leaders européens des services du numérique avec plus de 48000 salariés), IZENCIA recherche aujourd'hui un collaborateur en tant que :

TECHNICIEN INFORMATIQUE - SUPPORT HELP DESK - TEMPS PARTIEL

Vos missions :

- Gestion des sollicitations via l'outil de ticketing jusqu'à leurs résolutions,
- Résolution des dysfonctionnements de niveau 1 et 2
- Reporting et remontée d'alertes auprès de la hiérarchie

Votre profil :

Jeune diplômé en informatique ou avec une première experience dans la relation client à distance, vous recherchez une expérience grand compte dans le domaine informatique
Vous avez le sens du service, êtes rigoureux et à l'aise au téléphone
Vous avez envie de vous investir dans un projet, mais vous ne trouvez pas d'opportunité dans votre région.
IZENCIA vous propose d'intégrer son équipe à Roanne afin d'acquérir les compétences et l'expérience nécessaires à votre début de carrière.

Conditions de travail et avantages

Poste à pourvoir en CDI à temps partiel à Roanne (42) bus ligne 3, arrêt Ypres
Mutuelle et prévoyance d'entreprise
Prise en charge à 50% du titre de transport
Présence d'un Comité Social et Économique (CSE) au sein de la société.
Accompagnement et management de carrière (entretien individuel, suivi,  ).
Des solutions d'hébergement temporaire sont disponibles sur place durant votre période d'essai

Izencia reconnait tous ses talents, nos postes sont ouverts aux personnes en situation de handicap.

.","'libelle': 'Annuel de 21000,00 Euros sur 12 mois', 'complement1': 'Mutuelle', 'complement2': 'Participation/action'",42 - ROANNE,46.043412,4.072015,42300,42187
86,Technicien débutant help desk en informatique               (H/F),"Afin de répondre au besoin de l'un de nos clients (un des leaders européens des services du numérique, 48000 salariés, ...), IZENCIA recherche aujourd'hui un collaborateur en tant que :

TECHNICIEN INFORMATIQUE - SUPPORT HELP DESK 

- Poste à pourvoir en CDI à Roanne (42), bus ligne 3, arrêt Ypres.
- Rémunération : 20400€ brut annuel (1715 € brut annuel environ)  + panier repas (5.49€ brut par jour) + intéressement.
- Vous êtes jeune diplômé en informatique, débutant et à la recherche de votre première expérience grand compte. Vous êtes passionné, motivé et rigoureux mais vous ne trouvez pas d'opportunité dans votre région. IZENCIA vous propose d'intégrer son équipe à Roanne afin d'acquérir les compétences et l'expérience nécessaires à votre début de carrière. 
- Intégration possible pour les meilleurs chez le client. 
- Des solutions d'hébergement temporaire sont disponibles sur place durant votre période d'essai sachant que par la suite, les conditions de vie à Roanne sont très intéressantes.","'libelle': 'Annuel de 21000,00 Euros sur 12 mois', 'complement1': 'Mutuelle', 'complement2': 'Participation/action'",42 - ROANNE,46.043412,4.072015,42300,42187
87,Gestionnaire de rayon/vente Bureautique Informatique Papeterie (H/F),"Dans le cadre de ses fonctions, le salarié sera notamment chargé de :
-	accueillir, écouter, conseiller, renseigner et servir les clients
-	Concrétiser les ventes et développer le chiffre d'affaires
-	Ranger et assurer la tenue des rayons en veillant à la disponibilité des produits, la visibilité des prix, la cohérence des implantations, la mise en place des plannogrammes et la propreté générale
-	Participer à la mise en œuvre des opérations commerciales
-	Réceptionner la marchandise, vérifier et codifier les bons de livraison
-	Effectuer les travaux élémentaires d'encaissement n'exigeant pas de connaissance 
comptable, dans le respect des procédures transmises par sa hiérarchie
-	Participer aux diverses manutentions et opérations ponctuelles dans le magasin et la réserve
-	Effectuer des travaux de reprographie et de façonnage (machines à clés, tampons, reliures, à plastifier) au sein de l'espace services
-	Effectuer des manipulations simples ou petites réparations sur du matériel bureautique

Afin de sécuriser le recrutement et la prise de poste une période d'immersion préalable au recrutement et une action de formation préalable au recrutement pourront être proposées. 

Avoir une appétence pour les outils informatiques est un atout.","'libelle': 'Mensuel de 1709,28 Euros sur 12 mois'",83 - ST MAXIMIN LA STE BAUME,43.446306,5.866175,83470,83116
88,ADMINISTRATEUR SYSTÈME ET RÉSEAU INFORMATIQUE       (H/F),"Vos missions :

Gestion de l'administration du parc informatique
Recueillir et analyser les besoins des utilisateurs
Assurer les mises à jour, mises hors service, et montées de version des serveurs
Maintenance et développement des infrastructures système
Mesurer et optimiser les performances du système
Rédaction des cahiers des charges de chaque projet
Définition des projets d'extension, de modification du réseau
Définition des achats informatiques
Configuration du matériel à intégrer au réseau, dans le respect des normes et standards
Mise en place et contrôler les procédures de sécurité (droits d'accès, mots de passe )
Conception et gestion des procédures pour prémunir contre une intrusion ou un sinistre
Administration des logiciels utilisés (connaissance et intérêt pour le développement)
Compréhension de notre ERP actuel et des processus de travail
Gestion quotidienne de l'ERP
Collaboration à l'introduction d'un nouvel ERP
Interface entre les utilisateurs et le prestataire de chaque ERP
Votre profil :

Planification de projet
Savoir établir une stratégie menant à l'objectif de façon totallement autonome
Suivi des logs
Ouverture de port / NAT
Routage avancé (VLAN, Route statique)
Filtrage web
VPN
Réseau WAN / Multi-WAN / failover
Configuration adressage ip (DHCP, DHCP Statique, passerelle, DNS)
Configuration de switch (VLAN, agrégation de lien, PoE, stack)
Configuration et Administration de bornes wifi
Active Directory / droits / GPO
Serveur DNS
Partage de fichier (SMB, CIFS)
Administration stockage (pool de stockage, déduplication)
Réseau (configuration NIC, routes, ...)
RDP
Gestion des mises à jours (manuelle ou via le service WSUS)
Configuration serveur (ILO, RAID, configuration BIOS / POST, diagnostique)
Utilisation ligne de commande (Windows / Linux)
Virtualisation (VMWare)
Administration backup (fichier, Veeam)
Serveur Apache2 (hébergement site et applications web)
Ubiquiti (réseau wifi)
Watchguard (firewall)
Synology (NAS)
Connaissance en SQL
Anglais niveau B1 au moins","'commentaire': 'selon expérience', 'complement1': 'Autre'",10 - NOGENT SUR SEINE,48.492757,3.502314,10400,10268
89,Technicien.ne informatique en ALTERNANCE (H/F),"Vous souhaitez intégrer une formation en alternance de niveau BAC +2 ; rejoignez-nous.
Vous serez rattaché(e) au service informatique, mais en relation avec les collaborateurs du siège social, vous aiderez au bon fonctionnement du système informatique, à l'ERP PREM HABITAT et aux bases de données. 
Vous assisterez également les utilisateurs (Hotline technique et logiciels, et formations diverses).

SYSTÈME INFORMATIQUE
Installation de postes informatiques / téléphones fixes et mobiles / tablettes.
Support technique et logiciel - dépannage des utilisateurs. 
Administration des comptes de messagerie et comptes utilisateurs.
Formations diverses

ERP PREM HABITAT
Participer au bon fonctionnement de notre ERP (création de demandes d'interventions - suivi des corrections et évolutions)
Suivi des éditions spécifiques à chaque service (mise en place de requêtes SQL)

Liste des missions non exhaustive ayant un caractère évolutif en fonction des adaptations liées à votre formation et à l'évolution de l'entreprise.

Niveau : BAC minimum (idéalement BAC STMG Spécialité SIG ou BAC S)
Diplôme préparé dans le cadre de ce contrat : BTS SIO (Services Informatiques aux Organisations)
Niveau de sortie à l'issue de la formation : BAC+2

Possibilité d'étudier des demandes pour préparer un BAC + 3 Chef de Projet Logiciel et Réseau si candidat sérieux et motivé

Votre profil
Passionné(e) d'informatique
Maîtrise du Pack Office
Connaissance du logement locatif social serait un plus
Maîtrise de la communication orale et écrite
Capacité d'analyse et de synthèse
Sens du service
Sens de l'organisation
Bon relationnel avec les équipes, capacité d'intégration et de pédagogie

Rémunération en % du SMIC selon votre âge et sous réserve de la validation de la convention de formation par notre OPCO l'organisme UNIFORMATION
Mutuelle d'entreprise sauf cas de dispense validée
Tickets Restaurant (prise en charge employeur 55%)
Convention collective nationale des sociétés anonymes et fondations d'HLM
Temps plein 35 heures - horaires à revoir en fonction du planning de la formation

Poste à pourvoir en CDD d'une durée de 2 ans à partir de septembre 2023

Nous transmettre votre CV + LM à bonnet@batiretloger.com","'commentaire': '% du SMIC selon â', 'complement1': 'Chèque repas', 'complement2': 'Autre'",42 - ST ETIENNE,45.430195,4.370045,42000,42218
90,Administrateur / Administratrice réseau informatique,"-	Administrateur du système d'information et réseaux
-	Pilote l'ensemble des projets d'informatisation des services et dispositifs associés
-	Participe à la définition des besoins d'informatisation des services, réalise des cahiers des charges en lien avec les services
-	Administre, harmonise et configure les systèmes d'exploitation (VM, AD, OVH, comptes, messageries, ...)
-	Maitriser les technologies VPN : Open VPN,  
-	Maitriser les protocoles de messagerie et les techniques de sécurité associées (antispam, etc.) : SMTP, IMAP,  .
-	Assure le lien avec le prestataire sur les parties téléphonie et réseau

-	Exploitation et maintenance des équipements du système informatique/numérique
-	Assure le bon fonctionnement des équipements (12 sites : 5 groupes scolaires (dont 2 ALSH), 1 théâtre, 1 CTI, 1déchéterie, 1multi-accueil, 1 micro-crèche, 1 siège administratif).
-	Assure l'interface entre les équipes internes et les prestataires
-	Propose des adaptations en phase avec les évolutions de l'organisation de la collectivité
-	Développe un outil permettant la gestion du parc informatique (TBI, ENI, PC, Tablettes, etc., à inventorier)
-	Gère et contrôle des moyens techniques et budgétaires ainsi que la gestion du parc informatique (suivi et l'affection des équipements au enseignants, agents, services,  )

-	Sécurisation des systèmes d'information
-	Participe à la définition et à la mise en œuvre de la politique de sécurité informatique de la collectivité
-	Mettre en place les normes de sécurité, notamment celles liées aux conditions d'accès
-	Assurer la bonne gestion des droits d'accès.
-	Analyse les risques, contrôle la sécurité des équipements, sensibilise les utilisateurs aux enjeux de sécurité

-	Assistance aux utilisateurs
-	Assister les utilisateurs sur la partie réseau afin de les aider en cas de panne ou de difficultés
-	Recherche des solutions informatiques sur les problèmes liés aux utilisateurs, résout les incidents techniques
-	Dans le cadre du télétravail, assiste les utilisateurs, propose des solutions techniques pour le bon fonctionnement
-	Accompagne les utilisateurs notamment dans l'utilisation d'outils collaboratifs
-	Sensibiliser les utilisateurs à la sécurisation des postes

-	Veille technologique
-	Assurer une veille technologique afin d'anticiper les évolutions nécessaires à l'optimisation du réseau et proposer les investissements nécessaires
-	Assure une veille Règlementaire Générale sur la Protection des Données pour la Communauté de Communes

Connaissance souhaitée du logiciel GLPI

Avantages après 6 mois de contrat: accès aux primes semestrielles et annuelles et accès à l'amicale du personnel","'libelle': 'Mensuel de 2200,00 Euros à 2500,00 Euros sur 12 mois', 'complement1': 'Primes', 'complement2': 'CE'",34 - GANGES,43.936441,3.709409,34190,34111
91,Testeur / Testeuse informatique H/F (H/F),"Dans le cadre d'un nouveau projet, Inetum recherche ses nouveaux Ingénieurs de Test.
Misions:
Effectuer la validation fonctionnelle des nouveaux livrables logiciels, tout au long du cycle de diffusion, jusqu'à l'approbation de la pré-production
Examiner les spécifications
Mise en œuvre du cas d'essai (manuelle et automatisée)
Exécution et reporting des cas de test
Reprise des corrections logicielles/tests de régression
Participer aux examens des spécifications pour fournir des commentaires sur les exigences en matière de testabilité
Responsable du contrôle de la qualité du projet, du produit ou de la diffusion
Définir les cas de test à partir des exigences du client.
Assurer la traçabilité avec les spécifications
Rédiger un plan de test (fonctionnel et/ou non fonctionnel et/ou non régressif)
Préparer l'environnement de test et les données de test, et exécuter les cas de test
Effectuer des tests automatisés
Fournir le go/no-go pour la campagne d'essai
Fournir des informations aux développeurs afin de corriger les défauts
Effectuer une vérification de correction PTR
Donner le feu vert/non permis pour le chargement des TRP de production
Documenter les défauts logiciels
Assurer la mise à jour et l'amélioration du référentiel de tests de régression
Transfert/documentation
Statut mensuel et KPI
Environnement technique :
HP Quality Center
Selenium
Base de données SQL
Agile (Scrum)

Plusieurs postes ouverts 
Curieux, motivé, flexible, autonome et ouvert d'esprit
Bonne capacité d'organisation
Entre 1 et 7 ans d'expérience professionnelle
Certification ISTQB idéalement mais pas obligatoire
Anglais courant","'libelle': 'Annuel de 36000,00 Euros à 46000,00 Euros sur 13 mois', 'complement1': 'Chèque repas', 'complement2': 'CE'",06 - BIOT,43.628198,7.084843,06410,06018
92,Technicien / Technicienne de support en informatique (H/F),"Vous justifiez d'une expérience réussie et significative sur notre périmètre technique. 
Les débutants sont acceptés et  pour les autres, l'expérience peut remplacer le diplôme.
Vous êtes curieux(se) d'apprendre et souhaitez travailler au sein d'une entreprise à taille humaine en constante évolution.
Vous souhaitez rejoindre une équipe dynamique en constante recherche d'innovation et d'amélioration.
Pour réaliser vos missions, nous vous proposons une solide formation interne, un accompagnement personnalisé et un véhicule de service pour effectuer vos déplacements 

Vos missions seront les suivantes : 
Administration au quotidien de l'ensemble de l'infrastructure de nos clients en collaboration avec notre équipe IT
Interventions sur Hardware et Software
Suivi de formations et recherches en SandBox dans notre LAB

Périmètre technique : 
Hardware :
PC et Serveurs 
Imprimantes et copieurs
Brassage réseau, switchs et routeurs

Software:
Systèmes : Windows 10, Windows Server Active Directory et Virtualisation Vmware
Outils, Sauvegarde Veeam, Antivirus 
Bureautique : Office 365 , Téléphonie IP 3Cx 
Réseau: TCP/IP

Votre profil :
Bonne relation / sens client
Capacité d'interagir et de travailler en équipe
Connaissance du fonctionnement de la gestion de tickets.
Maîtrise (niveau minimum B2) du français, de l'anglais
Méthodique, organisé, rigoureux et autonome
Esprit de synthèse, savoir poser les bonnes questions

Le démarrage du poste dépend de votre disponibilité (préavis acceptés)


 Envoyez votre CV et lettre de motivation par mail.","'libelle': 'Annuel de 23000,00 Euros à 31000,00 Euros sur 12 mois', 'complement1': 'Véhicule', 'complement2': 'Chèque repas'",67 - MUNDOLSHEIM,48.638775,7.716596,67450,67309
93,Intégrateur / Intégratrice d'exploitation informatique (H/F),"Au sein d'une équipe d'Intégration Intégrateur informatique

Localisation : Paris

Astreintes et interventions en heures non ouvrées à prévoir

1) Processus :

Gestion des incidents, des changements, des problèmes (résolution des « root cause »)

Contribution à la gestion des crises

Amélioration continue, mise en place et suivi de plans d'actions

Coordination des mises en production (chronogramme)

Coordination de chantiers transverses (dont chronogrammes et MEP) avec plusieurs équipes contributrices à distance
 

2) Expérience technique :

OS : Unix/Linux/Solaris : niveau 2
Développent de script shell, python, Java, ...

Middleware : weblogic, apache, tomcat, Jboss : niveau 2

BDD : Oracle (essentiellement) : niveau 2

Ordonnanceur : ce serait un plus si connaissances VTOM / Control M ou équivalent

Capacité à interpréter et faire des diagnostics suite à incidents

Capacité à exécuter des gestes techniques en circuit court en cas de besoin
 

3)  Connaissances souhaitées : Culture technique générale

Réseau

Systèmes

Problématiques de flux

Déjà travaillé en production, sensible aux problèmes d'exploitabilité, surtout dans le cadre d'un SI critique.

Certification ITIL serait un plus 

4) Communication

Très bon communicant, capacité à coopérer dans un contexte multipartenaires internes (client) et externes (autres sociétésés

Reportings écrits et oraux clairs et structurés

Capacité à alerter, à proposer des plans d'actions et suivre l'alerte jusqu'à résolution.

Capacité à vulgariser des sujets techniques complexes à destination du haut management, en cas de crise notamment","'libelle': 'Mensuel de 2600,00 Euros à 2700,00 Euros sur 12 mois', 'complement1': 'Primes', 'complement2': 'Restauration'",75 - Paris (Dept.),,,,
94,Technicien de maintennace informatique Mac et PC (H/F),"Nous sommes une entreprise spécialisée dans la maintenance informatique avec des interventions en transport en commun dans Paris essentiellement.

Installé proche de la gare Saint-Lazare, vous interviendrez en clientèle sur des parcs informatiques PC et Mac, des serveurs, des firewalls, de la VoiP, Office 365.
Le support téléphonique ferra partie de vos interventions à distance à chaque fois que vous vous trouverez dans nos locaux ou en télétravail.
Dans le cadre de notre activité, nous avons un partenariat pour la Cybersécurité avec Sophos et OVH pour la téléphonie sur IP. La sauvegarde des données fait partie de notre savoir faire.
Avec la gestion de contrat d'infogérance en illimité, nous disposons d'un logiciel de ticket (Autotask), de suivi de parc (solarwinds), de gestion des sauvegardes clients (Iperius) et de gestion documentaire (ITGlue).","'commentaire': '1900 net', 'complement1': 'Pc portable', 'complement2': 'Autre'",75 - PARIS 09,48.877008,2.337887,75009,75109
95,Technicien(ne) support en informatique (H/F),"Actuelburo est leader des solutions IT dans le sud de l'Aquitaine (CA 48M) et s'implante à Toulouse à compter du 1er janvier 2023. 
Nos équipes techniques et commerciales sont réparties sur 3 activités : Informatique Cloud et Telecom, Logiciels de gestion, Bureautique.
Actuelburo se démarque par une culture de la formation de ses équipes, mais surtout par la recherche de la satisfaction client, et sa mesure systématique.

Le/la technicien(ne) support intervient sur les solutions que nous installons chez nos clients. Il/elle assiste nos clients comme nos équipes en intervention sur site.

Rattaché(e) au Directeur des Services Technique, dans un contexte de développement, vos missions seront les suivantes :
-	Prise en compte des demandes clients réceptionnées par email ou saisie par l'accueil hotline.
-	Suivi et traitement des incidents 
-	Propositions proactives / curatives d'évolutions pertinentes sur nos solutions 
-	Assistance technique et conseil en interne
-	Supervision proactive via le traitement des remontées d'alertes des serveurs
-	Suivi des sauvegardes clients et actions correctives

Savoir-faire
Diagnostic de pannes ou d'anomalies
Analyse des dysfonctionnements
Conduite de projet

Connaissances attendues et/ou qui pourront faire l'objet d'un plan de renforcement
Microsoft Active Directory, Server 2019
Environnement RDS 
Virtualisation : Hyper-V
Firewall (Zyxel, Stormshield)
Le /la technicien(ne) support doit posséder un excellent bagage en systèmes informatiques. Le technicien systèmes et réseaux est également un homme ou une femme de dialogue. 

Connaissances appréciées
Microsoft Azure / VmWare
SQL Server 2019
Switches ARUBA (segmentation en VLAN)
Outil de supervision N-Able
Veeam Backup
Téléphonie IP

Qualités requises
Facilités de contact et de communication
Capacité de parler de manière claire et concise
Capacités d'écoute
Sens du service 
Réactivité
Capacité d'adaptation
Curieux
Rigoureux
Méthodique

Prérequis d'accès à l'emploi
De formation supérieure en informatique (Bac +2), vous justifiez d'une expérience significative d'au moins 2 ans. 
Vous maîtrisez les systèmes Microsoft, l'environnement du poste de travail, et les réseaux.
Passionné(e) par les nouvelles technologies, vous souhaitez continuer à développer vos connaissances IT, êtes capable d'anticipation et de prises d'initiatives pour assurer une veille technologique.
Vous êtes doté(e) d'une curiosité avérée vis-à-vis de cultures d'entreprise et d'environnements techniques différents. Vous savez animer des ateliers et possédez des compétences confirmées en gestion de projet.
Vous avez de réelles capacités d'écoute et d'adaptation, rigueur, organisation, esprit d'équipe et excellentes qualités relationnelles sont vos atouts pour réussir et évoluer à nos côtés.

Rémunération
24-32K brut selon expérience
Primes
Participation
Chèques déjeuner
Véhicule","'libelle': 'Annuel de 24000,00 Euros à 32000,00 Euros sur 12 mois', 'complement1': 'Chèque repas', 'complement2': 'Participation/action'",40 - NARROSSE,43.695442,-1.007074,40180,40202
96,COMMERCIAL BUREAUTIQUE ET INFORMATIQUE CONFIRME H/F (H/F),"Vous êtes chargé de commercialiser une gamme de produits et de services issus de l'offre de notre concession XEROX et de ses partenaires, et de développer un portefeuille de clients et de prospects, PME et grands comptes, avec des objectifs de placements , de Chiffre d'Affaires et de Marge à réaliser. 
Vous prospectez une cible de clients sur votre secteur géographique et/ou votre liste de comptes stratégiques, pour identifier vos interlocuteurs, détecter , expertiser et répondre aux besoins de vos clients, assurer la négociation et la clôture des contrats.
Vous êtes capable de concevoir, mettre en place et suivre des plans d'activité et de rendez-vous par client, en cohérence avec leurs besoins , le Marché et la position concurrentielle de XEROX ou du Partenaire concerné.

Vous profiterez de la réactivité et de l'autonomie de notre concession tout en bénéficiant de l'appui commercial et de la formation XEROX.
Une bonne culture informatique, et notamment la maitrise du pack Office , sont indispensables.","'libelle': 'Annuel de 29200,00 Euros à 43600,00 Euros sur 13 mois', 'complement1': 'Primes', 'complement2': 'Pc portable'",971 - BAIE MAHAULT,16.24631,-61.593745,97122,97103
97,Enseignant informatique et techniques quantitatives (H/F),"Contractuel second degré
Campagne ouverte du 4 avril au 3 mai 2023

Quotité de temps de travail : 100% temps plein 
Collège/Institut/Ecole de rattachement : IUT de Bordeaux
Unité de formation : Département Techniques de commercialisation - site Bordeaux Bastide
Section(s) CNU ou discipline : 8010 - Économie-Gestion / Mathématique

Intitulé du profil : Enseignant informatique et techniques quantitatives

Durée du contrat proposé : 12 mois
Date de début du contrat : 01/09/2023
Rémunération proposée : INM 441 soit une rémunération mensuelle brute de 2138 €
Volume horaire d'enseignement sur la durée du contrat : 384 heures

Filières de formation concernées : BUT Techniques de commercialisation

Matières enseignées : 
Les matières qui seront enseignées pour ce poste sont : informatique et techniques quantitatives (statistiques appliquées). 
Ces enseignements seront dispensés auprès des différentes formations proposées par le département en s'adaptant aux spécificités des publics : BUT Techniques de Commercialisation (en formation initiale et en apprentissage) et année spéciale. Le (la) candidat(e) doit pouvoir mettre en œuvre des ponts interdisciplinaires et d'application directe avec le domaine de la gestion en particulier le marketing ou la recherche commerciale.

Objectifs pédagogiques :
Au-delà des heures d'enseignement statutaires, le (la) candidat (e) devra participer au suivi des projets tuteurés, au suivi des stages, à l'accompagnement individuel des étudiants dans leur projet personnel professionnel et bien sûr aux réunions pédagogiques.

Diplôme(s) exigé(s) : Bac +3 / Licence

Compétences requises : L'esprit d'équipe, le dynamisme, la disponibilité seront des facteurs clés de succès pour intégrer l'équipe et participer ainsi au bon fonctionnement et au rayonnement du département Techniques de Commercialisation

Rédacteur du profil : Aurélie LALANNE

Contact pédagogique (Nom - Fonctions - Coordonnées) :
Mme Laurence CHEREL, directrice des études
laurence.cherel@u-bordeaux.fr

Mme Aurélie LALANNE, cheffe du département
aurelie.lalanne@u-bordeaux.fr


Modalités de candidature :
Votre dossier de candidature, constitué des documents suivants :

- Curriculum Vitae
- Lettre de motivation
- Copie du (ou des) diplôme(s) exigé(s)
- Copie d'une pièce d'identité

doit être transmis à l'établissement EXCLUSIVEMENT SOUS FORMAT NUMERIQUE COMPRESSE (.zip), au plus tard le 3 mai 2023 à minuit (heure de Paris), en le déposant dans l'application ouverte à cet effet : https://www.iut.u-bordeaux.fr/agdor et en sélectionnant la campagne  "" 2023 - Recrutement CDD 2nd degré "" sous la structure de rattachement ""IUT de Bordeaux"".","'libelle': 'Mensuel de 2138,00 Euros sur 12 mois'",33 - BORDEAUX,44.851895,-0.587877,33000,33063
98,ASSISTANT SAISIE INFORMATIQUE (H/F),"Nous recherchons pour notre client situé à Cesson-Sévigné et spécialisé dans le domaine de BTP, un.e assistant administratif. 

Au sein du service de gestion du personnel, vous êtes chargé de mettre à jour et d'archiver les dossiers administratifs du personnel sur le logiciel PeopleDoc. Une formation du logiciel est mise en place à votre arrivée et vous travaillez en collaboration avec les gestionnaires de paie pour tout besoin de renseignements supplémentaires.

Vous êtes issu(e) d'une parcours administratif et disposez d'une première expérience en gestion administrative du personnel. 
Votre rigueur, organisation et sens relationnel sont vos principaux atouts pour ce poste! 
Vous savez être discret.e car vous intervenez sur les dossiers des salariés de la structure. 

Ce poste est proposé pour 3 semaines. Titres-restaurant d'une valeur faciale de 10.80€/jour travaillé.","'libelle': 'Horaire de 11,27 Euros à 11,28 Euros', 'complement1': 'Chèque repas'",35 - CESSON SEVIGNE,48.123772,-1.596972,35510,35051
99,Technicien / Technicienne de proximité en informatique (H/F),"Rattaché(e) à l'équipe en charge de l'exploitation d'un parc client, vous intervenez sur deux sites pour assurer le maintien opérationnel et l'approvisionnement du parc de matériels d'impression.

Principales missions :

Gestion des consommables :
 - Réception physique et suivi informatique des consommables
 - Stockage et inventaires des consommables
 - Mise à disposition des consommables
 - Gestion du recyclage des consommables

Entretien des matériels :
 - Nettoyage (machine, vitre, scan...)
 - Tests des matériels

Intervention technique :
 - Réalisation d'intervention sans pièces (retrait bourrage papier...)
 - Vérification et mise en conformité de la configuration des équipements
 - Formation et accompagnement des utilisateurs
 - Déploiement du parc d'impression

Supervision opérationnelle et technique
 - Réception et traitement des tickets
 - Supervision technique du parc pour la gestion préventive et pro-active des matériels

Information contractuelles:
 - Contrat à durée indéterminée
 - Durée du travail : 17h30 par semaine
 - Organisation de travail : du lundi au vendredi : 3h30 par jour
 - Lieu d'intervention : Nantes
 - Date de prise de poste : ASAP","'libelle': 'Mensuel de 880,00 Euros à 920,00 Euros sur 12 mois'",44 - NANTES,47.239367,-1.555335,44000,44109
100,Technicien de proximité informatique H/F (H/F),"Rattaché(e) à l'équipe en charge de l'exploitation d'un parc client, vous intervenez sur site pour assurer le maintien opérationnel du parc de matériels d'impression.

Principales missions :

Gestion des consommables :
- Réception physique et suivi informatique
- Stockage et inventaires
- Changement ou mise à disposition des consommables
- Gestion du recyclage
- Réapprovisionnement papier des machines

Entretien des matériels :
- Nettoyage (machine, vitre, scan...)
- Tests des matériels

Intervention technique :
- Réalisation d'intervention sans pièces
- Vérification et mise en conformité de la configuration des équipements
- Réalisation d'interventions simples avec pièces détachées
- Gestion des demandes d'intervention avec pièces
- Installation de pilotes d'impression
- Gestion des solutions d'impressions (Fax, Pull Print...)
- Formation et accompagnement des utilisateurs

Supervision opérationnelle et technique :
- Réception et traitement des tickets (GMAO client)
- Supervision technique du parc pour la gestion préventive et pro-active des matériels","'libelle': 'Mensuel de 1800,00 Euros à 1900,00 Euros sur 12 mois'",51 - REIMS,49.250948,4.055595,51100,51454
101,Technicien Informatique    (H/F),"Nous recherchons pour l'un de nos clients, dans le cadre d'un CDI chez un client final un Technicien Informatique H/F. Le poste basé dans le 94 (Choisy-le-Roi).  

Vous êtes sous la responsabilité des Responsables IT et Responsable Exploitation. 

Missions :
-	Vous installez et assurez la maintenance du matériel informatique (postes, périphériques, téléphones) et des logiciels.
-	Vous assurez le support (matériel, logiciel, téléphonie, visioconférence etc..) auprès des utilisateurs.
-	Vous formez les nouveaux utilisateurs. 
-	Vous êtes le garant des bonnes pratiques et sensibiliser les utilisateurs à la sécurité.
-	Vous rédigez la documentation et les procédures. 

Profil : 

Vous êtes titulaire d'une formation (Bac Pro IT/Systèmes Numériques). 
Vous travaillerez au sein de l'environnement technique suivant : Windows, téléphonie IP, réseaux, visioconférence etc","'libelle': 'Annuel de 21000,00 Euros à 25000,00 Euros sur 12 mois'",94 - CHOISY LE ROI,48.764115,2.412807,94600,94022
